id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
659,景明佳园咏景苑,雨花台,130,18056元/平米,2室1厅1厨1卫,高楼层 (共6层),72㎡,平层,61.34㎡,板塔结合,南,钢混结构,精装,一梯两户,无,70年,2018-09-15,经济适用房,2008-03-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
660,热河南路五段小区,鼓楼,275,37038元/平米,3室1厅1厨1卫,中楼层 (共6层),74.25㎡,平层,64.71㎡,板楼,南 北,砖混结构,精装,一梯三户,无,70年,2020-01-05,房改房,2011-12-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
661,湖东音乐苑,江宁,300,28687元/平米,3室2厅1厨1卫,低楼层 (共6层),104.58㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2018-02-28,商品房,2004-08-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
662,荣盛茉莉苑,六合,160,14815元/平米,3室2厅1厨1卫,中楼层 (共18层),108㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,有,70年,2019-12-27,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
663,东郊小镇第一街区,江宁,195,15065元/平米,3室2厅1厨2卫,高楼层 (共6层),129.44㎡,跃层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,无,70年,2018-08-26,商品房,2007-07-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
664,江苏农科院住宅小区,玄武,212,31761元/平米,3室1厅1厨1卫,中楼层 (共4层),66.75㎡,平层,57.61㎡,板楼,南 北,砖混结构,精装,一梯两户,无,70年,2019-06-10,房改房,2015-03-09,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
665,多伦路,鼓楼,180,26632元/平米,2室1厅1厨1卫,高楼层 (共7层),67.59㎡,平层,暂无数据,板楼,东 南 西,钢混结构,精装,一梯两户,无,70年,2019-02-27,房改房,2003-12-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
666,迈皋桥街2号,栖霞,160,26918元/平米,2室1厅1厨1卫,中楼层 (共6层),59.44㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯两户,无,70年,2019-11-12,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 60万元
                              ",未上传房本照片
667,北江锦城,浦口,162,23455元/平米,2室1厅1厨1卫,高楼层 (共18层),69.07㎡,平层,54.43㎡,板楼,南,钢混结构,简装,两梯四户,有,70年,2019-09-14,商品房,2015-06-05,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
668,莲花新城南苑,建邺,119,25384元/平米,1室1厅1厨1卫,低楼层 (共35层),46.88㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,70年,2019-09-18,动迁安置房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
669,百家湖西花园伦敦城,江宁,253,32026元/平米,2室1厅1厨1卫,高楼层 (共18层),79㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,70年,2019-12-29,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押 需要客户首付款解押
                              ",未上传房本照片
670,长虹路6号,建邺,200,27973元/平米,2室1厅1厨1卫,高楼层 (共7层),71.5㎡,平层,63㎡,板塔结合,南,钢混结构,精装,一梯两户,有,70年,2019-10-10,商品房,2010-03-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
671,归云堂15巷,鼓楼,180,26943元/平米,2室1厅1厨1卫,低楼层 (共7层),66.81㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯八户,有,70年,2019-09-10,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
672,碧水湾西园,江宁,237,25761元/平米,3室1厅1厨1卫,高楼层 (共6层),92㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,2019-04-02,房改房,2012-05-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
673,仙鹤茗苑,玄武,170,25923元/平米,2室2厅1厨1卫,中楼层 (共6层),65.58㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2019-08-12,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
674,金陵天成,江宁,108,20806元/平米,1室1厅1厨1卫,中楼层 (共18层),51.91㎡,平层,暂无数据,塔楼,南 东南,钢混结构,精装,四梯三十二户,有,70年,2020-01-03,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
675,盘锦花园,浦口,145,16040元/平米,2室2厅1厨1卫,低楼层 (共6层),90.4㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2019-11-28,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
676,大华锦绣华城香邑美颂,浦口,193,24062元/平米,2室1厅1厨1卫,低楼层 (共15层),80.21㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,2019-10-30,商品房,2015-12-23,普通住宅,满两年,共有,"
                                有抵押 50万元 银行按揭 客户偿还
                              ",已上传房本照片
677,珠江路700-1号,玄武,178,31229元/平米,2室1厅1厨1卫,中楼层 (共6层),57㎡,平层,暂无数据,板楼,南,砖混结构,其他,一梯两户,无,70年,2019-12-17,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片
678,威尼斯水城第六街区,浦口,180,20721元/平米,2室1厅1厨1卫,中楼层 (共11层),86.87㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,70年,2019-12-04,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
679,庆丰小区安居苑,溧水,80,8889元/平米,3室2厅1厨1卫,高楼层 (共6层),90㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,2019-04-13,商品房,2013-10-10,普通住宅,满五年,共有,"
                                有抵押 15万元 客户偿还
                              ",已上传房本照片
680,金地自在城第六街区,雨花台,359,25248元/平米,4室2厅1厨2卫,中楼层 (共20层),142.19㎡,平层,108.27㎡,塔楼,南 北,钢混结构,精装,两梯四户,有,70年,2018-08-18,商品房,2014-02-07,普通住宅,满五年,非共有,"
                                有抵押 49万元 建行 客户偿还
                              ",已上传房本照片
681,绿地新里悦峰公馆,浦口,147,21136元/平米,2室2厅1厨1卫,高楼层 (共18层),69.55㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,70年,2018-06-15,商品房,2018-06-15,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片
682,莱蒙水榭阳光,雨花台,220,30055元/平米,2室1厅1厨1卫,中楼层 (共27层),73.2㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,70年,2019-12-09,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 140万元 有二压 业主自还
                              ",未上传房本照片
683,翠屏诚园,江宁,385,35322元/平米,3室2厅1厨2卫,中楼层 (共16层),109㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,有,70年,2020-02-05,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押 110万元 客户偿还
                              ",未上传房本照片
684,归云堂,鼓楼,206,29167元/平米,3室1厅1厨1卫,低楼层 (共7层),70.63㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,无,70年,2019-09-18,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
685,晏公庙东,鼓楼,166,31583元/平米,2室1厅1厨1卫,低楼层 (共6层),52.56㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯三户,无,70年,2019-06-15,商品房,2014-07-01,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片
686,紫金北郡,栖霞,215,27011元/平米,2室2厅1厨1卫,中楼层 (共6层),79.6㎡,平层,暂无数据,暂无数据,南,未知结构,精装,两梯两户,有,70年,2019-09-02,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
687,碧水湾花园,江宁,190,28767元/平米,2室2厅1厨1卫,低楼层 (共6层),66.05㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,70年,2020-01-18,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押 70万元
                              ",未上传房本照片
688,托乐嘉贵邻居,江宁,236,30818元/平米,2室1厅1厨1卫,高楼层 (共27层),76.58㎡,平层,53.6㎡,板塔结合,南,钢混结构,精装,两梯十六户,有,70年,2019-08-03,商品房,2016-06-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
689,仙居华庭,玄武,178,23734元/平米,3室2厅1厨1卫,中楼层 (共6层),75㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,2019-04-17,动迁安置房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
690,盈嘉香榴湾,栖霞,195,27465元/平米,2室1厅1厨1卫,高楼层 (共16层),71㎡,平层,暂无数据,塔楼,南,砖混结构,精装,两梯六户,有,70年,2019-04-28,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
691,圣马丽都,六合,55,4845元/平米,3室1厅1厨1卫,中楼层 (共5层),113.53㎡,暂无数据,暂无数据,板楼,南 北,未知结构,精装,一梯两户,暂无数据,70年,2019-09-23,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
692,苏宁紫金嘉悦,玄武,115,19828元/平米,1室1厅1厨1卫,高楼层 (共7层),58㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯二十户,无,40年,2019-12-13,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押
                              ",未上传房本照片
693,摄山星城闻兰苑,栖霞,115,15132元/平米,2室1厅1厨1卫,高楼层 (共6层),76㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2019-09-04,经济适用房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 41万元
                              ",未上传房本照片
694,文化名园,江宁,458,30418元/平米,4室2厅1厨2卫,低楼层 (共5层),150.57㎡,平层,140㎡,板楼,南 北,钢混结构,简装,一梯两户,无,70年,2019-05-18,商品房,2007-12-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
695,仙鹤街,秦淮,160,30098元/平米,2室1厅1厨1卫,中楼层 (共8层),53.16㎡,平层,暂无数据,板塔结合,东南,砖混结构,简装,一梯三户,无,70年,2019-11-10,房改房,2011-02-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
